Year,Rank,University Name, Score,Link,Country,City,Logo
2017, 340, massey university, 34 ,https://www.topuniversities.com/universities/massey-university, New Zealand, New Zealand, Oceania
2017, 30, mcgill university, 84 ,https://www.topuniversities.com/universities/mcgill-university, Canada, Canada, North America
2017, 149, mcmaster university, 54 ,https://www.topuniversities.com/universities/mcmaster-university, Canada, Canada, North America
2017, 350, mgimo university, 33 ,https://www.topuniversities.com/universities/mgimo-university, Russia, Russia, Europe
2017, 160, michigan state university, 53 ,https://www.topuniversities.com/universities/michigan-state-university, United States, United States, North America
2017, 65, monash university, 72 ,https://www.topuniversities.com/universities/monash-university, Australia, Australia, Oceania
2017, 350, moscow institute of physics and technology (mipt / moscow phystech), 33 ,https://www.topuniversities.com/universities/moscow-institute-physics-technology-mipt-moscow-phystech, Russia, Russia, Europe
2017, 115, nagoya university, 60 ,https://www.topuniversities.com/universities/nagoya-university, Japan, Japan, Asia
2017, 115, nanjing university, 60 ,https://www.topuniversities.com/universities/nanjing-university, China (Mainland), China (Mainland), Asia
2017, 315, nankai university, 36 ,https://www.topuniversities.com/universities/nankai-university, China (Mainland), China (Mainland), Asia
2017, 241, national cheng kung university (ncku), 42 ,https://www.topuniversities.com/universities/national-cheng-kung-university-ncku, Taiwan, Taiwan, Asia
2017, 174, national chiao tung university, 50 ,https://www.topuniversities.com/universities/national-chiao-tung-university, Taiwan, Taiwan, Asia
2017, 400, national research tomsk polytechnic university, 30 ,https://www.topuniversities.com/universities/national-research-tomsk-polytechnic-university, Russia, Russia, Europe
2017, 395, national sun yat-sen university, 31 ,https://www.topuniversities.com/universities/national-sun-yat-sen-university, Taiwan, Taiwan, Asia
2017, 310, national taiwan normal university, 36 ,https://www.topuniversities.com/universities/national-taiwan-normal-university, Taiwan, Taiwan, Asia
2017, 68, national taiwan university (ntu), 70 ,https://www.topuniversities.com/universities/national-taiwan-university-ntu, Taiwan, Taiwan, Asia
2017, 243, national taiwan university of science and technology (taiwan tech), 42 ,https://www.topuniversities.com/universities/national-taiwan-university-science-technology-taiwan-tech, Taiwan, Taiwan, Asia
2017, 395, national technical university of athens, 31 ,https://www.topuniversities.com/universities/national-technical-university-athens, Greece, Greece, Europe
2017, 151, national tsing hua university, 54 ,https://www.topuniversities.com/universities/national-tsing-hua-university, Taiwan, Taiwan, Asia
2017, 249, national university of ireland galway, 41 ,https://www.topuniversities.com/universities/national-university-ireland-galway, Ireland, Ireland, Europe
2017, 12, national university of singapore (nus), 92 ,https://www.topuniversities.com/universities/national-university-singapore-nus, Singapore, Singapore, Asia
2017, 308, national yang ming university, 36 ,https://www.topuniversities.com/universities/national-yang-ming-university, Taiwan, Taiwan, Asia
2017, 46, new york university (nyu), 78 ,https://www.topuniversities.com/universities/new-york-university-nyu, United States, United States, North America
2017, 168, newcastle university, 52 ,https://www.topuniversities.com/universities/newcastle-university, United Kingdom, United Kingdom, Europe
2017, 277, north carolina state university, 38 ,https://www.topuniversities.com/universities/north-carolina-state-university, United States, United States, North America
2017, 361, northeastern university, 32 ,https://www.topuniversities.com/universities/northeastern-university, United States, United States, North America
2017, 26, northwestern university, 86 ,https://www.topuniversities.com/universities/northwestern-university, United States, United States, North America
2017, 259, norwegian university of science and technology, 40 ,https://www.topuniversities.com/universities/norwegian-university-science-technology, Norway, Norway, Europe
2017, 291, novosibirsk state university, 37 ,https://www.topuniversities.com/universities/novosibirsk-state-university, Russia, Russia, Europe
2017, 63, osaka university, 72 ,https://www.topuniversities.com/universities/osaka-university, Japan, Japan, Asia
2017, 359, oxford brookes university, 33 ,https://www.topuniversities.com/universities/oxford-brookes-university, United Kingdom, United Kingdom, Europe
2017, 39, peking university, 81 ,https://www.topuniversities.com/universities/peking-university, China (Mainland), China (Mainland), Asia
2017, 95, pennsylvania state university, 64 ,https://www.topuniversities.com/universities/pennsylvania-state-university, United States, United States, North America
2017, 83, pohang university of science and technology (postech), 67 ,https://www.topuniversities.com/universities/pohang-university-science-technology-postech, South Korea, South Korea, Asia
2017, 183, politecnico di milano, 49 ,https://www.topuniversities.com/universities/politecnico-di-milano, Italy, Italy, Europe
2017, 305, politecnico di torino, 36 ,https://www.topuniversities.com/universities/politecnico-di-torino, Italy, Italy, Europe
2017, 310, pontificia universidad católica argentina, 36 ,https://www.topuniversities.com/universities/pontificia-universidad-catolica-argentina, Argentina, Argentina, Latin America
2017, 147, pontificia universidad católica de chile (uc), 55 ,https://www.topuniversities.com/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc, Chile, Chile, Latin America
2017, 11, princeton university, 93 ,https://www.topuniversities.com/universities/princeton-university, United States, United States, North America
2017, 92, purdue university, 65 ,https://www.topuniversities.com/universities/purdue-university, United States, United States, North America
2017, 393, qatar university, 31 ,https://www.topuniversities.com/universities/qatar-university, Qatar, Qatar, Asia
2017, 123, queen mary university of london, 59 ,https://www.topuniversities.com/universities/queen-mary-university-london, United Kingdom, United Kingdom, Europe
2017, 223, queen's university at kingston, 44 ,https://www.topuniversities.com/universities/queens-university-kingston, Canada, Canada, North America
2017, 195, queen's university belfast, 48 ,https://www.topuniversities.com/universities/queens-university-belfast, United Kingdom, United Kingdom, Europe
2017, 276, queensland university of technology (qut), 38 ,https://www.topuniversities.com/universities/queensland-university-technology-qut, Australia, Australia, Oceania
2017, 190, radboud university , 48 ,https://www.topuniversities.com/universities/radboud-university, Netherlands, Netherlands, Europe
2017, 310, rensselaer polytechnic institute, 36 ,https://www.topuniversities.com/universities/rensselaer-polytechnic-institute, United States, United States, North America
2017, 231, rheinische friedrich-wilhelms-universität bonn, 43 ,https://www.topuniversities.com/universities/rheinische-friedrich-wilhelms-universitat-bonn, Germany, Germany, Europe
2017, 90, rice university, 65 ,https://www.topuniversities.com/universities/rice-university, United States, United States, North America
2017, 252, rmit university, 41 ,https://www.topuniversities.com/universities/rmit-university, Australia, Australia, Oceania
2017, 235, royal holloway university of london, 43 ,https://www.topuniversities.com/universities/royal-holloway-university-london, United Kingdom, United Kingdom, Europe
2017, 72, ruprecht-karls-universität heidelberg, 70 ,https://www.topuniversities.com/universities/ruprecht-karls-universitat-heidelberg, Germany, Germany, Europe
2017, 301, rutgers university–new brunswick, 37 ,https://www.topuniversities.com/universities/rutgers-university-new-brunswick, United States, United States, North America
2017, 146, rwth aachen university, 55 ,https://www.topuniversities.com/universities/rwth-aachen-university, Germany, Germany, Europe
2017, 258, saint petersburg state university, 40 ,https://www.topuniversities.com/universities/saint-petersburg-state-university, Russia, Russia, Europe
2017, 223, sapienza university of rome, 44 ,https://www.topuniversities.com/universities/sapienza-university-rome, Italy, Italy, Europe
2017, 220, sciences po , 45 ,https://www.topuniversities.com/universities/sciences-po, France, France, Europe
2017, 35, seoul national university, 82 ,https://www.topuniversities.com/universities/seoul-national-university, South Korea, South Korea, Asia
2017, 61, shanghai jiao tong university, 72 ,https://www.topuniversities.com/universities/shanghai-jiao-tong-university, China (Mainland), China (Mainland), Asia
2017, 226, simon fraser university, 44 ,https://www.topuniversities.com/universities/simon-fraser-university, Canada, Canada, North America
2017, 252, soas university of london , 41 ,https://www.topuniversities.com/universities/soas-university-london, United Kingdom, United Kingdom, Europe
2017, 2, stanford university, 99 ,https://www.topuniversities.com/universities/stanford-university, United States, United States, North America
2017, 395, stellenbosch university, 31 ,https://www.topuniversities.com/universities/stellenbosch-university, South Africa, South Africa, Africa
2017, 196, stockholm university, 47 ,https://www.topuniversities.com/universities/stockholm-university, Sweden, Sweden, Europe
2017, 390, stony brook university|| state university of new york, 31 ,https://www.topuniversities.com/universities/stony-brook-university-state-university-new-york, United States, United States, North America
2017, 297, sun yat-sen university, 37 ,https://www.topuniversities.com/universities/sun-yat-sen-university, China (Mainland), China (Mainland), Asia
2017, 106, sungkyunkwan university(skku), 62 ,https://www.topuniversities.com/universities/sungkyunkwan-universityskku, South Korea, South Korea, Asia
2017, 390, swansea university, 31 ,https://www.topuniversities.com/universities/swansea-university, United Kingdom, United Kingdom, Europe
2017, 319, tampere university of technology , 36 ,https://www.topuniversities.com/universities/tampere-university-technology, Finland, Finland, Europe
2017, 247, technical university of darmstadt, 41 ,https://www.topuniversities.com/universities/technical-university-darmstadt, Germany, Germany, Europe
2017, 109, technical university of denmark, 62 ,https://www.topuniversities.com/universities/technical-university-denmark, Denmark, Denmark, Europe
2017, 60, technical university of munich, 72 ,https://www.topuniversities.com/universities/technical-university-munich, Germany, Germany, Europe
2017, 213, technion - israel institute of technology, 46 ,https://www.topuniversities.com/universities/technion-israel-institute-technology, Israel, Israel, Asia
2017, 164, technische universität berlin (tu berlin), 52 ,https://www.topuniversities.com/universities/technische-universitat-berlin-tu-berlin, Germany, Germany, Europe
2017, 210, technische universität dresden, 46 ,https://www.topuniversities.com/universities/technische-universitat-dresden, Germany, Germany, Europe
2017, 183, technische universität wien, 49 ,https://www.topuniversities.com/universities/vienna-university-technology, Austria, Austria, Europe
2017, 206, tecnológico de monterrey, 46 ,https://www.topuniversities.com/universities/tecnologico-de-monterrey, Mexico, Mexico, Latin America
2017, 212, tel aviv university, 46 ,https://www.topuniversities.com/universities/tel-aviv-university, Israel, Israel, Asia
2017, 160, texas a&m university, 53 ,https://www.topuniversities.com/universities/texas-am-university, United States, United States, North America
2017, 365, the american university in cairo, 32 ,https://www.topuniversities.com/universities/american-university-cairo, Egypt, Egypt, Africa
2017, 22, the australian national university, 87 ,https://www.topuniversities.com/universities/australian-national-university, Australia, Australia, Oceania
2017, 44, the chinese university of hong kong (cuhk), 78 ,https://www.topuniversities.com/universities/chinese-university-hong-kong-cuhk, Hong Kong SAR, Hong Kong SAR, Asia
2017, 148, the hebrew university of jerusalem, 54 ,https://www.topuniversities.com/universities/hebrew-university-jerusalem, Israel, Israel, Asia
2017, 111, the hong kong polytechnic university, 61 ,https://www.topuniversities.com/universities/hong-kong-polytechnic-university, Hong Kong SAR, Hong Kong SAR, Asia
2017, 36, the hong kong university of science and technology, 82 ,https://www.topuniversities.com/universities/hong-kong-university-science-technology, Hong Kong SAR, Hong Kong SAR, Asia
2017, 37, the london school of economics and political science (lse), 82 ,https://www.topuniversities.com/universities/london-school-economics-political-science-lse, United Kingdom, United Kingdom, Europe
2017, 88, the ohio state university, 65 ,https://www.topuniversities.com/universities/ohio-state-university, United States, United States, North America
2017, 125, the university of adelaide, 59 ,https://www.topuniversities.com/universities/university-adelaide, Australia, Australia, Oceania
2017, 233, the university of arizona, 43 ,https://www.topuniversities.com/universities/university-arizona, United States, United States, North America
2017, 81, the university of auckland, 67 ,https://www.topuniversities.com/universities/university-auckland, New Zealand, New Zealand, Oceania
2017, 19, the university of edinburgh, 89 ,https://www.topuniversities.com/universities/university-edinburgh, United Kingdom, United Kingdom, Europe
2017, 164, the university of exeter, 52 ,https://www.topuniversities.com/universities/university-exeter, United Kingdom, United Kingdom, Europe
2017, 27, the university of hong kong, 85 ,https://www.topuniversities.com/universities/university-hong-kong, Hong Kong SAR, Hong Kong SAR, Asia
2017, 29, the university of manchester, 85 ,https://www.topuniversities.com/universities/university-manchester, United Kingdom, United Kingdom, Europe
2017, 42, the university of melbourne, 80 ,https://www.topuniversities.com/universities/university-melbourne, Australia, Australia, Oceania
2017, 49, the university of new south wales (unsw sydney), 78 ,https://www.topuniversities.com/universities/university-new-south-wales-unsw-sydney, Australia, Australia, Oceania
2017, 245, the university of newcastle|| australia (uon), 41 ,https://www.topuniversities.com/universities/university-newcastle-australia-uon, Australia, Australia, Oceania
2017, 51, the university of queensland, 78 ,https://www.topuniversities.com/universities/university-queensland, Australia, Australia, Oceania
2017, 84, the university of sheffield, 67 ,https://www.topuniversities.com/universities/university-sheffield, United Kingdom, United Kingdom, Europe
2017, 46, the university of sydney, 78 ,https://www.topuniversities.com/universities/university-sydney, Australia, Australia, Oceania
2017, 34, the university of tokyo, 83 ,https://www.topuniversities.com/universities/university-tokyo, Japan, Japan, Asia
2017, 51, the university of warwick, 78 ,https://www.topuniversities.com/universities/university-warwick, United Kingdom, United Kingdom, Europe
2017, 102, the university of western australia, 63 ,https://www.topuniversities.com/universities/university-western-australia, Australia, Australia, Oceania
2017, 330, tilburg university, 35 ,https://www.topuniversities.com/universities/tilburg-university, Netherlands, Netherlands, Europe
2017, 75, tohoku university, 69 ,https://www.topuniversities.com/universities/tohoku-university, Japan, Japan, Asia
2017, 56, tokyo institute of technology (tokyo tech), 75 ,https://www.topuniversities.com/universities/tokyo-institute-technology-tokyo-tech, Japan, Japan, Asia
2017, 329, tokyo medical and dental university (tmdu), 35 ,https://www.topuniversities.com/universities/tokyo-medical-dental-university-tmdu, Japan, Japan, Asia
2017, 377, tomsk state university, 31 ,https://www.topuniversities.com/universities/tomsk-state-university, Russia, Russia, Europe
2017, 315, tongji university, 36 ,https://www.topuniversities.com/universities/tongji-university, China (Mainland), China (Mainland), Asia
2017, 98, trinity college dublin|| the university of dublin, 63 ,https://www.topuniversities.com/universities/trinity-college-dublin-university-dublin, Ireland, Ireland, Europe
2017, 24, tsinghua university, 86 ,https://www.topuniversities.com/universities/tsinghua-university, China (Mainland), China (Mainland), Asia
2017, 238, tufts university, 42 ,https://www.topuniversities.com/universities/tufts-university, United States, United States, North America
2017, 7, ucl, 96 ,https://www.topuniversities.com/universities/ucl, United Kingdom, United Kingdom, Europe
2017, 294, umea university, 37 ,https://www.topuniversities.com/universities/umea-university, Sweden, Sweden, Europe
2017, 308, universidad austral, 36 ,https://www.topuniversities.com/universities/universidad-austral, Argentina, Argentina, Latin America
2017, 210, universidad autónoma de madrid, 46 ,https://www.topuniversities.com/universities/universidad-autonoma-de-madrid, Spain, Spain, Europe
2017, 280, universidad carlos iii de madrid (uc3m), 38 ,https://www.topuniversities.com/universities/universidad-carlos-iii-de-madrid-uc3m, Spain, Spain, Europe
2017, 352, universidad de belgrano, 33 ,https://www.topuniversities.com/universities/universidad-de-belgrano, Argentina, Argentina, Latin America
2017, 85, universidad de buenos aires (uba), 66 ,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba, Argentina, Argentina, Latin America
2017, 200, universidad de chile, 47 ,https://www.topuniversities.com/universities/universidad-de-chile, Chile, Chile, Latin America
2017, 272, universidad de los andes, 39 ,https://www.topuniversities.com/universities/universidad-de-los-andes, Colombia, Colombia, Latin America
2017, 128, universidad nacional autónoma de méxico  (unam), 58 ,https://www.topuniversities.com/universities/universidad-nacional-autonoma-de-mexico-unam, Mexico, Mexico, Latin America
2017, 269, universidad nacional de colombia, 39 ,https://www.topuniversities.com/universities/universidad-nacional-de-colombia, Colombia, Colombia, Latin America
2017, 120, universidade de são paulo, 59 ,https://www.topuniversities.com/universities/universidade-de-sao-paulo, Brazil, Brazil, Latin America
2017, 191, universidade estadual de campinas (unicamp), 48 ,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp, Brazil, Brazil, Latin America
2017, 321, universidade federal do rio de janeiro, 35 ,https://www.topuniversities.com/universities/universidade-federal-do-rio-de-janeiro, Brazil, Brazil, Latin America
2017, 366, universidade nova de lisboa, 32 ,https://www.topuniversities.com/universities/universidade-nova-de-lisboa, Portugal, Portugal, Europe
2017, 325, universitas indonesia, 35 ,https://www.topuniversities.com/universities/universitas-indonesia, Indonesia, Indonesia, Asia
2017, 203, universitat autònoma de barcelona, 46 ,https://www.topuniversities.com/universities/universitat-autonoma-de-barcelona, Spain, Spain, Europe
2017, 160, universitat de barcelona, 53 ,https://www.topuniversities.com/universities/universitat-de-barcelona, Spain, Spain, Europe
2017, 321, universitat politècnica de catalunya · barcelonatech (upc), 35 ,https://www.topuniversities.com/universities/universitat-politecnica-de-catalunya-barcelonatech-upc, Spain, Spain, Europe
2017, 283, universitat pompeu fabra (barcelona), 38 ,https://www.topuniversities.com/universities/universitat-pompeu-fabra, Spain, Spain, Europe
2017, 216, universite libre de bruxelles, 45 ,https://www.topuniversities.com/universities/universite-libre-de-bruxelles, Belgium, Belgium, Europe
2017, 302, universiti kebangsaan malaysia (ukm), 37 ,https://www.topuniversities.com/universities/universiti-kebangsaan-malaysia-ukm, Malaysia, Malaysia, Asia
2017, 133, universiti malaya (um), 57 ,https://www.topuniversities.com/universities/universiti-malaya-um, Malaysia, Malaysia, Asia
2017, 270, universiti putra malaysia (upm), 39 ,https://www.topuniversities.com/universities/universiti-putra-malaysia-upm, Malaysia, Malaysia, Asia
2017, 330, universiti sains malaysia (usm), 35 ,https://www.topuniversities.com/universities/universiti-sains-malaysia-usm, Malaysia, Malaysia, Asia
2017, 288, universiti teknologi malaysia , 37 ,https://www.topuniversities.com/universities/universiti-teknologi-malaysia, Malaysia, Malaysia, Asia
2017, 283, university college cork, 38 ,https://www.topuniversities.com/universities/university-college-cork, Ireland, Ireland, Europe
2017, 176, university college dublin, 50 ,https://www.topuniversities.com/universities/university-college-dublin, Ireland, Ireland, Europe
2017, 141, university of aberdeen, 56 ,https://www.topuniversities.com/universities/university-aberdeen, United Kingdom, United Kingdom, Europe
2017, 94, university of alberta, 64 ,https://www.topuniversities.com/universities/university-alberta, Canada, Canada, North America
2017, 57, university of amsterdam, 74 ,https://www.topuniversities.com/universities/university-amsterdam, Netherlands, Netherlands, Europe
2017, 209, university of antwerp, 46 ,https://www.topuniversities.com/universities/university-antwerp, Belgium, Belgium, Europe
2017, 141, university of basel, 56 ,https://www.topuniversities.com/universities/university-basel, Switzerland, Switzerland, Europe
2017, 159, university of bath, 53 ,https://www.topuniversities.com/universities/university-bath, United Kingdom, United Kingdom, Europe
2017, 177, university of bergen, 50 ,https://www.topuniversities.com/universities/university-bergen, Norway, Norway, Europe
2017, 181, university of bern, 49 ,https://www.topuniversities.com/universities/university-bern, Switzerland, Switzerland, Europe
